"","dbgap_study_id","male","female","total","date_study","repository"
"382","phs001539.v1.pht007523.v1.p1",44,57,101,"2018/02/27","dbgap"
"383","phs000284.v2.pht001901.v1.p1",663,810,1473,"2018/09/26","dbgap"
"384","phs000592.v1.pht006591.v1.p1",171,141,312,"07/12/2017","dbgap"
"385","phs000928.v1.pht004937.v1.p1",3,8,11,"01/13/2016","dbgap"
"386","phs000280.v7.pht004135.v2.p1",4883,6019,10902,"2020/06/18","dbgap"
"387","phs001959.v1.pht009952.v1.p1",2,3,5,"2020/03/05","dbgap"
"389","phs000292.v1.pht001525.v1.p1",7,8,15,"07/15/2010","dbgap"
"390","phs000286.v6.pht008751.v1.p2",1009,1780,2789,"2019/03/11","dbgap"
"391","phs001498.v1.pht007323.v1.p1",346,332,678,"2018/03/20","dbgap"
"392","phs002407.v1.pht011356.v1.p1",31,31,62,"2021/09/20","dbgap"
"394","phs001664.v1.pht008438.v1.p1",827,392,1219,"2018/10/02","dbgap"
"395","phs000285.v3.pht001584.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"397","phs001565.v1.pht007896.v1.p1",39,32,71,"2018/05/10","dbgap"
"401","phs001856.v1.pht009599.v1.p1",4948,4976,9924,"2020/08/05","dbgap"
"402","phs000280.v7.pht004236.v2.p1",6119,7408,13527,"2020/06/18","dbgap"
"405","phs001235.v1.pht008445.v1.p1",2,3,5,"2019/03/21","dbgap"
"406","phs000280.v7.pht004029.v2.p1",6784,8156,14940,"2020/06/18","dbgap"
"409","phs001425.v1.pht006754.v1.p1",22,12,34,"2017/08/09","dbgap"
"410","phs002410.v1.pht011553.v1.p1",500,313,813,"2021/09/14","dbgap"
"411","phs001647.v1.pht008198.v1.p1",331,183,514,"2018/08/19","dbgap"
"414","phs001327.v2.pht006558.v2.p1",16132,14584,30716,"2021/05/07","dbgap"
"415","phs002063.v1.pht010404.v1.p1",21,13,34,"2020/07/24","dbgap"
"416","phs000892.v2.pht004631.v2.p2",5,9,14,"09/29/2015","dbgap"
"417","phs002377.v1.pht011113.v1.p1",19,17,36,"2021/04/07","dbgap"
"419","phs000658.v1.pht003499.v1.p1",493,945,1438,"01/13/2014","dbgap"
"420","phs000712.v1.pht003710.v1.p1",382,251,633,"09/25/2015","dbgap"
"421","phs002015.v1.pht010388.v1.p1",235,339,574,"2020/09/18","dbgap"
"423","phs001624.v2.pht008229.v2.p2",1507,1159,2666,"2021/07/29","dbgap"
"424","phs000280.v7.pht004138.v2.p1",11,15,26,"2020/06/18","dbgap"
"425","phs000641.v1.pht003477.v1.p1",10,5,15,"08/21/2013","dbgap"
"427","phs000372.v1.pht002858.v1.p1",2595,3470,6065,"02/13/2014","dbgap"
"429","phs001662.v2.pht010059.v1.p1",843,758,1601,"2021/08/19","dbgap"
"430","phs000285.v3.pht001614.v2.p2",10,19,29,"08/20/2013","dbgap"
"432","phs001550.v2.pht007504.v1.p1",40,35,75,"2018/10/22","dbgap"
"433","phs000007.v32.pht010744.v1.p13",1755,1996,3751,"2020/12/21","dbgap"
"434","phs001858.v1.pht009372.v1.p1",7956,9127,17083,"2019/10/25","dbgap"
"435","phs001041.v1.pht005392.v1.p1",39,25,64,"06/09/2016","dbgap"
"436","phs000128.v3.pht000364.v2.p3",1849,2114,3963,"04/29/2016","dbgap"
"437","phs001743.v1.pht008922.v1.p1",23,3,26,"2019/03/28","dbgap"
"438","phs001058.v1.pht005235.v1.p1",306,197,503,"01/25/2016","dbgap"
"439","phs001195.v1.pht006860.v1.p1",10,3,13,"2018/03/27","dbgap"
"440","phs001435.v2.pht009874.v1.p1",79,41,120,"2021/06/23","dbgap"
"441","phs002015.v1.pht010379.v1.p1",1816,2387,4203,"2020/09/18","dbgap"
"443","phs000280.v7.pht004075.v2.p1",6105,7385,13490,"2020/06/18","dbgap"
"444","phs001005.v2.pht005038.v2.p1",3,1,4,"2019/11/01","dbgap"
"445","phs000961.v1.pht005332.v1.p1",1431,1634,3065,"03/07/2016","dbgap"
"446","phs000185.v7.pht003718.v2.p1",54,85,139,"2020/04/29","dbgap"
"447","phs002024.v1.pht010231.v1.p1",271,228,499,"2020/05/13","dbgap"
"448","phs000577.v1.pht007277.v1.p1",40,68,108,"2017/12/20","dbgap"
"449","phs000925.v1.pht005178.v1.p1",4946,8067,13013,"03/22/2017","dbgap"
"451","phs000414.v1.pht002730.v1.p1",9,8,17,"05/11/2012","dbgap"
"452","phs000280.v7.pht004074.v2.p1",6743,8110,14853,"2020/06/18","dbgap"
"453","phs000285.v3.pht001757.v2.p2",868,971,1839,"08/20/2013","dbgap"
"454","phs001551.v1.pht008347.v1.p1",49,52,101,"2018/09/07","dbgap"
"455","phs000657.v1.pht003494.v1.p1",6,3,9,"08/30/2013","dbgap"
"456","phs000936.v1.pht004891.v1.p1",3623,2240,5863,"11/10/2015","dbgap"
"457","phs002632.v1.pht011606.v1.p1",242,607,849,"2021/10/19","dbgap"
"458","phs000285.v3.pht001717.v2.p2",888,980,1868,"08/20/2013","dbgap"
"460","phs000888.v1.pht005563.v1.p1",2869,2866,5735,"08/12/2016","dbgap"
"461","phs000903.v1.pht004870.v1.p1",1395,1693,3088,"10/14/2015","dbgap"
"462","phs000280.v7.pht004028.v2.p1",6784,8156,14940,"2020/06/18","dbgap"
"464","phs000814.v1.pht004583.v1.p1",3187,405,3592,"01/07/2016","dbgap"
"467","phs000588.v1.pht009309.v1.p1",42,149,191,"2019/07/26","dbgap"
"468","phs000576.v1.pht006142.v1.p1",12,23,35,"05/24/2017","dbgap"
"469","phs000364.v2.pht002261.v2.p1",26,16,42,"09/24/2013","dbgap"
"470","phs001598.v2.pht009995.v1.p1",222,68,290,"2021/06/28","dbgap"
"471","phs000823.v1.pht005047.v1.p1",178,209,387,"05/11/2016","dbgap"
"473","phs000313.v4.pht002067.v4.p2",856,1249,2105,"2017/11/22","dbgap"
"474","phs000576.v1.pht006153.v1.p1",79,89,168,"05/24/2017","dbgap"
"475","phs000017.v3.pht000317.v1.p1",237,243,480,"Wed Nov 26 07:45:57 2008","dbgap"
"476","phs001194.v3.pht005820.v2.p2",61,67,128,"2020/07/24","dbgap"
"477","phs000171.v1.pht000760.v1.p1",636,1284,1920,"12/11/2009","dbgap"
"478","phs001432.v1.pht006979.v1.p1",4,2,6,"2017/10/05","dbgap"
"479","phs002428.v1.pht011268.v1.p1",72,137,209,"2021/06/02","dbgap"
"480","phs000287.v7.pht001470.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"481","phs000461.v1.pht003684.v1.p1",41,29,70,"02/12/2014","dbgap"
"482","phs001796.v1.pht008834.v1.p1",29,49,78,"2019/03/18","dbgap"
"483","phs001422.v2.pht006758.v2.p1",23,13,36,"2021/02/08","dbgap"
"484","phs001770.v1.pht008683.v1.p1",196,160,356,"2019/02/01","dbgap"
"485","phs001564.v3.pht007989.v3.p1",49,41,90,"2020/02/13","dbgap"
"486","phs000280.v7.pht004132.v2.p1",6783,8156,14939,"2020/06/18","dbgap"
"487","phs001327.v2.pht011189.v1.p1",13724,11941,25665,"2021/05/07","dbgap"
"488","phs002632.v1.pht011608.v1.p1",242,607,849,"2021/10/19","dbgap"
"489","phs001252.v1.pht006400.v1.p1",1691,1055,2746,"05/16/2017","dbgap"
"490","phs000832.v1.pht004423.v1.p1",199,182,381,"03/31/2015","dbgap"
"491","phs002327.v1.pht010915.v1.p1",11,13,24,"2021/02/02","dbgap"
"492","phs002048.v2.pht010316.v1.p1",4,54,58,"2021/03/17","dbgap"
"494","phs001232.v4.pht006076.v4.p2",2430,2384,4814,"2021/08/23","dbgap"
"495","phs002286.v1.pht010634.v1.p1",1,5,6,"2020/11/19","dbgap"
"496","phs000280.v7.pht004085.v2.p1",185,99,284,"2020/06/18","dbgap"
"498","phs001331.v2.pht006930.v2.p1",517,342,859,"2019/08/30","dbgap"
"499","phs000698.v1.pht007686.v1.p1",7,13,20,"2018/03/23","dbgap"
"503","phs000699.v1.pht004382.v1.p1",29,29,58,"12/12/2014","dbgap"
"504","phs000701.v1.pht005506.v1.p1",19,18,37,"06/01/2017","dbgap"
"506","phs000007.v32.pht002899.v6.p13",1426,1737,3163,"2020/12/21","dbgap"
"508","phs001488.v1.pht007395.v1.p1",260,293,553,"2018/02/08","dbgap"
"509","phs001065.v1.pht005437.v1.p1",296,313,609,"05/24/2016","dbgap"
"510","phs001694.v1.pht008492.v1.p1",6,2,8,"2018/10/24","dbgap"
"511","phs000348.v2.pht002230.v2.p1",26,12,38,"12/19/2014","dbgap"
"512","phs000179.v6.pht002259.v3.p2",1254,1194,2448,"2018/04/23","dbgap"
"513","phs001467.v2.pht009730.v2.p2",1691,3128,4819,"2021/08/10","dbgap"
"516","phs000280.v7.pht004231.v2.p1",6597,7829,14426,"2020/06/18","dbgap"
"517","phs002015.v1.pht010362.v1.p1",1637,2164,3801,"2020/09/18","dbgap"
"518","phs000450.v4.pht002525.v3.p1",171,153,324,"2020/10/29","dbgap"
"519","phs002283.v1.pht010684.v1.p1",856,467,1323,"2020/11/30","dbgap"
"521","phs001850.v1.pht009236.v1.p1",32,267,299,"2019/07/03","dbgap"
"522","phs001471.v1.pht009806.v1.p1",136,358,494,"2020/01/10","dbgap"
"523","phs001072.v1.pht005354.v1.p1",42,15,57,"03/31/2016","dbgap"
"524","phs000590.v1.pht008269.v1.p1",32,36,68,"2018/08/03","dbgap"
"525","phs000634.v1.pht003831.v1.p1",801,1519,2320,"06/25/2015","dbgap"
"526","phs001430.v2.pht008078.v2.p1",11,8,19,"2020/02/06","dbgap"
"527","phs001422.v2.pht006759.v2.p1",23,13,36,"2021/02/08","dbgap"
"528","phs000287.v7.pht001450.v1.p1",2140,2763,4903,"2020/01/23","dbgap"
"529","phs000286.v6.pht008782.v1.p2",1009,1780,2789,"2019/03/11","dbgap"
"530","phs001430.v2.pht008065.v2.p1",12,10,22,"2020/02/06","dbgap"
"531","phs000552.v2.pht003028.v1.p1",12,53,65,"04/08/2014","dbgap"
"532","phs000701.v1.pht005519.v1.p1",48,43,91,"06/01/2017","dbgap"
"533","phs001719.v1.pht008917.v1.p1",49,53,102,"2019/05/07","dbgap"
"534","phs000007.v32.pht000097.v3.p13",571,833,1404,"2020/12/21","dbgap"
"536","phs000729.v1.pht003776.v1.p1",4,5,9,"04/08/2014","dbgap"
"537","phs001942.v1.pht010586.v1.p1",13,3,16,"2020/10/21","dbgap"
"539","phs001316.v1.pht008001.v1.p1",2,1,3,"2018/05/31","dbgap"
"540","phs001931.v1.pht009677.v1.p1",10,26,36,"2020/02/03","dbgap"
"541","phs000729.v1.pht003775.v1.p1",4,5,9,"04/08/2014","dbgap"
"542","phs000590.v1.pht008275.v1.p1",24,26,50,"2018/08/03","dbgap"
"543","phs001194.v3.pht005830.v2.p2",3676,2871,6547,"2020/07/24","dbgap"
"544","phs001571.v1.pht009503.v1.p1",969,1274,2243,"2020/08/06","dbgap"
"545","phs001009.v1.pht005352.v1.p1",73,105,178,"03/28/2016","dbgap"
"549","phs000784.v3.pht004286.v1.p1",518,482,1000,"2019/11/15","dbgap"
"550","phs000956.v5.pht005001.v3.p1",559,552,1111,"2021/05/07","dbgap"
"551","phs001485.v2.pht007184.v1.p1",11,13,24,"2021/03/10","dbgap"
"552","phs001727.v2.pht010101.v1.p1",29,44,73,"2021/08/26","dbgap"
"553","phs000507.v2.pht002926.v2.p2",436,778,1214,"2018/11/05","dbgap"
"555","phs002088.v2.pht010651.v1.p1",22,18,40,"2021/06/16","dbgap"
"557","phs000343.v3.pht002728.v1.p1",353,188,541,"03/12/2013","dbgap"
"558","phs001238.v2.pht006649.v1.p1",262,363,625,"2018/06/14","dbgap"
"559","phs000698.v1.pht007690.v1.p1",18,32,50,"2018/03/23","dbgap"
"561","phs002046.v1.pht010626.v1.p1",69,129,198,"2020/11/02","dbgap"
"564","phs002292.v1.pht011108.v1.p1",11,12,23,"2021/04/09","dbgap"
"565","phs000185.v7.pht008410.v1.p1",4,7,11,"2020/04/29","dbgap"
"566","phs000252.v2.pht001267.v2.p1",7,4,11,"03/07/2011","dbgap"
"567","phs001701.v1.pht009378.v1.p1",425,884,1309,"2019/08/06","dbgap"
"568","phs000128.v3.pht000432.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"570","phs001424.v1.pht006998.v1.p1",7,5,12,"2017/10/10","dbgap"
"571","phs001733.v1.pht008616.v1.p1",7,10,17,"2019/01/07","dbgap"
"572","phs001911.v1.pht009516.v1.p1",7,12,19,"2019/10/08","dbgap"
"576","phs000280.v7.pht004083.v2.p1",103,43,146,"2020/06/18","dbgap"
"577","phs000588.v1.pht009283.v1.p1",1,8,9,"2019/07/26","dbgap"
"578","phs000285.v3.pht001763.v2.p2",12,11,23,"08/20/2013","dbgap"
"579","phs002301.v1.pht010814.v1.p1",50,30,80,"2020/12/22","dbgap"
"580","phs001480.v1.pht010833.v1.p1",80,194,274,"2021/01/13","dbgap"
"581","phs000285.v3.pht001851.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"582","phs000876.v2.pht005184.v2.p1",1147,815,1962,"2020/03/04","dbgap"
"583","phs002331.v1.pht011100.v1.p1",1965,698,2663,"2021/05/21","dbgap"
"584","phs000920.v5.pht004900.v5.p3",1983,1988,3971,"2021/10/04","dbgap"
"585","phs000128.v3.pht000587.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"586","phs001227.v1.pht005834.v1.p1",70,95,165,"2020/02/18","dbgap"
"587","phs002364.v1.pht011061.v1.p1",2,1,3,"2021/03/17","dbgap"
"588","phs002068.v1.pht010873.v1.p1",807,637,1444,"2021/01/26","dbgap"
"589","phs001402.v3.pht008237.v2.p1",796,739,1535,"2021/06/16","dbgap"
"590","phs000595.v1.pht006638.v1.p1",286,328,614,"07/05/2017","dbgap"
"591","phs001651.v1.pht008235.v1.p1",36,15,51,"2018/07/18","dbgap"
"592","phs000142.v1.pht000639.v1.p1",1313,3124,4437,"07/21/2009","dbgap"
"593","phs001326.v1.pht007815.v1.p1",24,6,30,"2018/04/16","dbgap"
"594","phs001903.v1.pht009894.v1.p1",18421,19016,37437,"2020/09/03","dbgap"
"595","phs000607.v3.pht003444.v3.p2",4836,5159,9995,"2018/05/01","dbgap"
"596","phs000916.v1.pht004734.v1.p1",516,283,799,"07/26/2016","dbgap"
"597","phs000556.v1.pht003138.v1.p1",2,4,6,"07/09/2013","dbgap"
"598","phs000383.v1.pht002869.v1.p1",33,3794,3827,"12/11/2012","dbgap"
"599","phs000286.v6.pht001959.v2.p2",1289,2149,3438,"2019/03/11","dbgap"
"600","phs001653.v1.pht008705.v1.p1",278,347,625,"2019/04/10","dbgap"
"601","phs000590.v1.pht008264.v1.p1",3,1,4,"2018/08/03","dbgap"
"602","phs000219.v1.pht001064.v1.p1",664,1054,1718,"01/19/2010","dbgap"
"603","phs002015.v1.pht010384.v1.p1",1816,2387,4203,"2020/09/18","dbgap"
"604","phs000280.v7.pht004212.v2.p1",5167,1,5168,"2020/06/18","dbgap"
"605","phs000608.v1.pht003342.v1.p1",792,667,1459,"07/15/2013","dbgap"
"606","phs001065.v1.pht005439.v1.p1",296,313,609,"05/24/2016","dbgap"
"607","phs001201.v2.pht007557.v2.p1",87,99,186,"2019/08/18","dbgap"
"609","phs000808.v1.pht004464.v1.p1",117,128,245,"02/05/2015","dbgap"
"610","phs000007.v32.pht004375.v2.p13",850,1175,2025,"2020/12/21","dbgap"
"611","phs001497.v2.pht007240.v2.p1",1819,1354,3173,"2021/09/08","dbgap"
"612","phs000007.v32.pht002896.v6.p13",1428,1738,3166,"2020/12/21","dbgap"
"613","phs000409.v1.pht002737.v1.p1",64,29,93,"05/23/2012","dbgap"
"614","phs000285.v3.pht001633.v2.p2",899,1013,1912,"08/20/2013","dbgap"
"616","phs000249.v2.pht001877.v2.p1",254,128,382,"04/16/2014","dbgap"
"617","phs001956.v1.pht009788.v1.p1",8,7,15,"2020/01/10","dbgap"
"618","phs000615.v1.pht003307.v1.p1",5655,5429,11084,"08/14/2014","dbgap"
"619","phs000405.v1.pht002611.v1.p1",6,7,13,"11/15/2012","dbgap"
"621","phs000719.v1.pht003734.v1.p1",14,88,102,"04/15/2014","dbgap"
"623","phs001329.v2.pht007178.v2.p1",1,3,4,"2019/05/07","dbgap"
"626","phs002050.v1.pht010358.v1.p1",1113,1415,2528,"2020/11/19","dbgap"
"627","phs001065.v1.pht005405.v1.p1",296,313,609,"05/24/2016","dbgap"
"630","phs000007.v32.pht005174.v3.p13",2099,2426,4525,"2020/12/21","dbgap"
"631","phs000280.v7.pht004065.v2.p1",4883,6019,10902,"2020/06/18","dbgap"
"632","phs000128.v3.pht000434.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"633","phs001333.v2.pht006526.v2.p1",8,10,18,"2019/08/29","dbgap"
"634","phs000631.v1.pht003600.v1.p1",1746,1286,3032,"12/03/2013","dbgap"
"635","phs001313.v1.pht007969.v1.p1",1,4,5,"2018/05/17","dbgap"
"636","phs000185.v7.pht003274.v5.p1",95,138,233,"2020/04/29","dbgap"
"637","phs001810.v1.pht009067.v1.p1",831,716,1547,"2019/07/01","dbgap"
"639","phs000250.v1.pht002186.v1.p1",196,155,351,"07/06/2011","dbgap"
"640","phs000874.v1.pht004656.v1.p1",498,452,950,"04/13/2015","dbgap"
"641","phs000863.v1.pht004745.v1.p1",348,282,630,"06/03/2015","dbgap"
"642","phs001319.v1.pht006210.v1.p1",4456,3110,7566,"03/29/2017","dbgap"
"643","phs000577.v1.pht007268.v1.p1",172,340,512,"2017/12/20","dbgap"
"644","phs001252.v1.pht006389.v1.p1",1339,855,2194,"05/16/2017","dbgap"
"645","phs000007.v32.pht006019.v1.p13",104,169,273,"2020/12/21","dbgap"
"646","phs001753.v1.pht009016.v1.p1",91,132,223,"2019/05/01","dbgap"
"647","phs000017.v3.pht000058.v1.p1",237,243,480,"Wed Nov 26 07:41:22 2008","dbgap"
"648","phs000285.v3.pht001830.v2.p2",876,990,1866,"08/20/2013","dbgap"
"649","phs000285.v3.pht001777.v2.p2",532,577,1109,"08/20/2013","dbgap"
"651","phs002006.v2.pht010161.v2.p1",13,13,26,"2020/09/02","dbgap"
"652","phs000590.v1.pht008280.v1.p1",32,36,68,"2018/08/03","dbgap"
"653","phs001311.v1.pht007921.v1.p1",34,26,60,"2018/05/15","dbgap"
"655","phs001377.v1.pht006945.v1.p1",321,44,365,"2017/09/22","dbgap"
"656","phs000340.v3.pht002207.v2.p1",73,33,106,"04/10/2014","dbgap"
"657","phs001397.v1.pht006955.v1.p1",352,469,821,"2017/10/05","dbgap"
"658","phs001167.v1.pht005637.v1.p1",839,1206,2045,"07/08/2016","dbgap"
"659","phs000343.v3.pht002727.v1.p1",1366,776,2142,"03/12/2013","dbgap"
"662","phs000625.v1.pht003854.v1.p1",3361,2762,6123,"06/13/2014","dbgap"
"663","phs001735.v2.pht009981.v2.p1",2430,2119,4549,"2021/09/08","dbgap"
"664","phs000336.v1.pht002219.v1.p1",9338,2179,11517,"04/21/2011","dbgap"
"665","phs000768.v2.pht004479.v2.p1",31,22,53,"12/20/2016","dbgap"
"666","phs000537.v1.pht003025.v1.p1",2,2,4,"10/24/2012","dbgap"
"667","phs001820.v1.pht010242.v1.p1",74,44,118,"2020/05/26","dbgap"
"668","phs000592.v1.pht006587.v1.p1",179,145,324,"07/12/2017","dbgap"
"669","phs000286.v6.pht008787.v1.p2",1290,2154,3444,"2019/03/11","dbgap"
"671","phs001279.v1.pht007214.v1.p1",15,23,38,"2017/12/08","dbgap"
"672","phs000286.v6.pht008773.v1.p2",1295,2163,3458,"2019/03/11","dbgap"
"673","phs000929.v1.pht007981.v1.p1",15,7275,7290,"2018/05/24","dbgap"
"674","phs000017.v3.pht000318.v1.p1",237,243,480,"Wed Nov 26 07:46:05 2008","dbgap"
"675","phs000373.v1.pht007127.v1.p1",5135,4,5139,"2017/11/30","dbgap"
"676","phs000228.v4.pht001185.v4.p1",25338,30424,55762,"03/21/2017","dbgap"
"677","phs000524.v1.pht002916.v1.p1",1986,1612,3598,"12/27/2012","dbgap"
"678","phs000286.v6.pht008752.v1.p2",935,1561,2496,"2019/03/11","dbgap"
"679","phs001933.v1.pht011513.v1.p1",89,24,113,"2021/08/30","dbgap"
"680","phs000287.v7.pht001469.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"681","phs001278.v1.pht006280.v1.p1",76,99,175,"06/16/2017","dbgap"
"682","phs000658.v1.pht003497.v1.p1",493,945,1438,"01/13/2014","dbgap"
"683","phs001168.v2.pht007578.v2.p2",755,623,1378,"2019/03/19","dbgap"
"684","phs000171.v1.pht000779.v1.p1",330,670,1000,"12/11/2009","dbgap"
"685","phs000542.v1.pht003018.v1.p1",2,2,4,"10/24/2012","dbgap"
"687","phs000824.v1.pht005136.v1.p1",37,63,100,"11/24/2015","dbgap"
"689","phs001735.v2.pht009982.v2.p1",2430,2119,4549,"2021/09/08","dbgap"
"692","phs000280.v7.pht004103.v2.p1",6119,7409,13528,"2020/06/18","dbgap"
"693","phs000589.v1.pht009188.v1.p1",7,90,97,"2019/06/14","dbgap"
"694","phs000285.v3.pht001596.v2.p2",912,1037,1949,"08/20/2013","dbgap"
"695","phs001653.v1.pht008702.v1.p1",278,347,625,"2019/04/10","dbgap"
"696","phs001837.v1.pht009315.v1.p1",78,46,124,"2019/08/26","dbgap"
"697","phs000381.v1.pht002420.v1.p1",743,488,1231,"12/19/2011","dbgap"
"698","phs000486.v1.pht002806.v1.p1",1857,3481,5338,"12/17/2014","dbgap"
"699","phs001544.v2.pht009899.v1.p1",114,7,121,"2021/07/09","dbgap"
"700","phs000007.v32.pht000205.v8.p13",1951,2114,4065,"2020/12/21","dbgap"
"701","phs001862.v1.pht009746.v1.p1",278,380,658,"2019/12/26","dbgap"
"702","phs001430.v2.pht008083.v2.p1",13,9,22,"2020/02/06","dbgap"
"703","phs000280.v7.pht004202.v2.p1",6119,7410,13529,"2020/06/18","dbgap"
"704","phs001514.v2.pht009817.v1.p1",205,229,434,"2021/06/28","dbgap"
"706","phs000589.v1.pht009175.v1.p1",2,7,9,"2019/06/14","dbgap"
"707","phs000007.v32.pht010749.v1.p13",1595,1857,3452,"2020/12/21","dbgap"
"708","phs000892.v2.pht004629.v2.p2",5,41,46,"09/29/2015","dbgap"
"709","phs001683.v2.pht008911.v2.p1",372,363,735,"2020/07/15","dbgap"
"710","phs000388.v1.pht002353.v1.p1",1354,1513,2867,"08/23/2011","dbgap"
"712","phs000833.v7.pht004359.v7.p1",29,15,44,"2017/11/01","dbgap"
"714","phs001433.v1.pht006812.v1.p1",12,9,21,"2017/08/24","dbgap"
"715","phs000138.v2.pht000618.v1.p1",748,2240,2988,"06/01/2010","dbgap"
"716","phs000888.v1.pht005582.v1.p1",47,34,81,"08/12/2016","dbgap"
"717","phs001717.v1.pht008581.v1.p1",152,150,302,"2019/03/11","dbgap"
"719","phs000582.v1.pht003242.v1.p1",16,14,30,"05/16/2013","dbgap"
"720","phs001900.v1.pht009630.v1.p1",123,96,219,"2020/03/02","dbgap"
"724","phs000286.v6.pht008759.v1.p2",241,496,737,"2019/03/11","dbgap"
"725","phs001406.v1.pht007749.v1.p1",81,153,234,"2019/10/11","dbgap"
"726","phs001488.v1.pht007422.v1.p1",260,293,553,"2018/02/08","dbgap"
"727","phs001381.v1.pht006567.v1.p1",352,315,667,"06/19/2017","dbgap"
"728","phs001958.v1.pht009930.v1.p1",56,29,85,"2020/08/26","dbgap"
"729","phs000763.v1.pht004255.v1.p1",1243,1369,2612,"01/16/2015","dbgap"
"731","phs001889.v1.pht009738.v1.p1",10,7,17,"2019/12/26","dbgap"
"732","phs001195.v1.pht006858.v1.p1",10,3,13,"2018/03/27","dbgap"
"735","phs001212.v1.pht006562.v1.p1",26,27,53,"2017/10/13","dbgap"
"736","phs000616.v2.pht003369.v2.p2",797,765,1562,"07/15/2015","dbgap"
"737","phs001507.v1.pht008698.v1.p1",8,8,16,"2020/02/04","dbgap"
"738","phs000864.v1.pht004495.v1.p1",3976,16,3992,"05/08/2015","dbgap"
"739","phs001811.v1.pht009062.v1.p1",33,69,102,"2019/05/13","dbgap"
"740","phs001008.v1.pht005109.v1.p1",419,605,1024,"11/13/2015","dbgap"
"741","phs000410.v1.pht002448.v1.p1",30,135,165,"03/11/2014","dbgap"
"742","phs000086.v3.pht000346.v1.p1",10,8,18,"11/04/2014","dbgap"
"744","phs001712.v1.pht008682.v1.p1",61,91,152,"2019/01/31","dbgap"
"748","phs000086.v3.pht000344.v1.p1",2,2,4,"11/04/2014","dbgap"
"749","phs001662.v2.pht010072.v1.p1",843,758,1601,"2021/08/19","dbgap"
"750","phs001282.v2.pht006096.v2.p1",29,8,37,"2020/01/21","dbgap"
"752","phs001299.v2.pht007619.v1.p1",1733,1794,3527,"2020/03/09","dbgap"
"753","phs002377.v1.pht011114.v1.p1",19,17,36,"2021/04/07","dbgap"
"755","phs000128.v3.pht000402.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"756","phs000478.v1.pht002655.v1.p1",7,6,13,"05/02/2012","dbgap"
"757","phs001346.v1.pht006254.v1.p1",5,10,15,"2019/03/28","dbgap"
"759","phs001935.v1.pht009768.v1.p1",3,3,6,"2020/02/06","dbgap"
"760","phs001295.v2.pht006238.v2.p1",100,182,282,"2019/04/19","dbgap"
"761","phs000352.v1.pht002285.v1.p1",21,25,46,"10/28/2011","dbgap"
"762","phs000007.v32.pht000016.v3.p13",1143,1607,2750,"2020/12/21","dbgap"
"763","phs000595.v1.pht006641.v1.p1",219,262,481,"07/05/2017","dbgap"
"765","phs000007.v32.pht000909.v5.p13",1284,1627,2911,"2020/12/21","dbgap"
"766","phs000280.v7.pht004081.v2.p1",6105,7385,13490,"2020/06/18","dbgap"
"767","phs000298.v4.pht002584.v3.p3",7742,4936,12678,"2018/06/22","dbgap"
"769","phs000285.v3.pht001774.v2.p2",42,74,116,"08/20/2013","dbgap"
"770","phs000920.v5.pht004897.v5.p3",1985,1992,3977,"2021/10/04","dbgap"
"771","phs000007.v32.pht000077.v8.p13",1583,1791,3374,"2020/12/21","dbgap"
"772","phs000757.v1.pht003921.v1.p1",69,58,127,"06/30/2014","dbgap"
"773","phs000007.v32.pht000675.v4.p13",664,743,1407,"2020/12/21","dbgap"
"774","phs001252.v1.pht006375.v1.p1",1323,709,2032,"05/16/2017","dbgap"
"775","phs001546.v2.pht009974.v1.p1",5,1,6,"2021/07/14","dbgap"
"776","phs001238.v2.pht006661.v1.p1",535,704,1239,"2018/06/14","dbgap"
"777","phs001062.v5.pht005263.v3.p2",793,206,999,"2021/05/21","dbgap"
"778","phs000280.v7.pht006436.v1.p1",2255,2928,5183,"2020/06/18","dbgap"
"779","phs000907.v1.pht004697.v1.p1",1,4,5,"11/25/2016","dbgap"
"780","phs000753.v1.pht003876.v1.p1",1302,988,2290,"06/05/2014","dbgap"
"782","phs001890.v1.pht009544.v1.p1",10,7,17,"2020/05/01","dbgap"
"784","phs000783.v2.pht004279.v2.p1",267,199,466,"2018/03/09","dbgap"
"786","phs000954.v4.pht006297.v2.p2",580,710,1290,"2021/05/11","dbgap"
"787","phs001526.v1.pht007611.v1.p1",7,5,12,"2018/06/26","dbgap"
"789","phs001783.v2.pht008821.v2.p1",372,465,837,"2021/08/06","dbgap"
"790","phs001511.v1.pht007293.v1.p1",212,338,550,"2019/10/17","dbgap"
"792","phs000766.v1.pht003938.v1.p1",2383,2371,4754,"03/26/2015","dbgap"
"793","phs001430.v2.pht008075.v2.p1",12,10,22,"2020/02/06","dbgap"
